Index,Section_ID,Word,Frequency
1456,31,Leakage,1
1457,31,Perform,1
1458,31,electrical,1
1459,31,open,1
1460,31,due,1
1461,31,tripped,1
1462,31,reenergize,1
1463,31,whether,1
1464,31,deciding,1
1465,31,useful,1
1466,31,also,1
1467,31,These,1
1468,31,use,1
1469,31,continued,1
1470,31,fitness,1
1471,31,investigation,1
1472,31,evaluate,1
1473,31,problem,1
1474,31,indicate,1
1475,31,routine,1
1476,31,listed,1
1477,31,operation,1
1478,31,protection,1
1479,31,relays,1
1480,31,arcing,1
1481,31,Short,1
1482,31,joints,1
1483,31,laminations,1
1484,31,current,1
1485,31,Exciting,1
1486,31,measurement,1
1487,31,Acoustic,1
1488,31,interference,1
1489,31,Focused,1
1490,31,Electromagnetic,1
1491,31,Remarks,1
1492,31,Testing,1
1493,31,Mode,1
1494,31,Failure,1
1495,31,Test,1
1496,31,Tests,1
1497,31,deteriorated,1
1499,32,value,3
1500,32,bushing,2
1501,32,increases,2
1502,32,baseline,2
1503,32,Investigate,1
1504,32,suitability,1
1505,32,continued,1
1506,32,use,1
1507,32,replace,1
1508,32,power,1
1509,32,factor,1
1510,32,2,1
1511,32,times,1
1512,32,capacitance,1
1513,32,10,1
1515,33,paper,2
1516,33,insulation,2
1517,33,greater,2
1518,33,Perform,1
1519,33,history,1
1520,33,analysis,1
1521,33,400,1
1522,33,lower,1
1523,33,Transformer,1
1524,33,operating,1
1525,33,indicates,1
1526,33,indicated,1
1527,33,accelerated,1
1528,33,deterioration,1
1529,33,overloading,1
1530,33,high,1
1531,33,moisture,1
1532,33,furan,1
1533,33,DP,1
1534,33,levels,1
1535,33,transformer,1
1536,33,ppm,1
1537,33,concentration,1
1538,33,CO₂,1
1539,33,10,1
1540,33,ratio,1
1541,33,detected,1
1542,33,conditions,1
1543,33,following,1
1544,33,assessment,1
1545,33,life,1
1546,33,useful,1
1547,33,remaining,1
1548,33,level,1
1550,34,Online,1
1551,34,Condition,1
1552,34,Monitoring,1
1554,35,transformers,3
1555,35,Transformers,2
1556,35,high,2
1557,35,Provide,1
1558,35,furnaces,1
1559,35,rectifier,1
1560,35,maintenance,1
1561,35,testing,1
1562,35,intervals,1
1563,35,must,1
1564,35,significantly,1
1565,35,extended,1
1566,35,due,1
1567,35,distortion,1
1568,35,reasons,1
1569,35,inability,1
1570,35,remove,1
1571,35,transformer,1
1572,35,service,1
1573,35,location,1
1574,35,remote,1
1575,35,areas,1
1576,35,lack,1
1577,35,arc,1
1578,35,operation,1
1579,35,harmonic,1
1580,35,business,1
1581,35,online,1
1582,35,condition,1
1583,35,monitoring,1
1584,35,following,1
1585,35,types,1
1586,35,critical,1
1587,35,loss,1
1588,35,significant,1
1589,35,impact,1
1590,35,continuous,1
1591,35,operated,1
1592,35,onerous,1
1593,35,conditions,1
1594,35,surge,1
1595,35,environment,1
1596,35,constant,1
1597,35,frequent,1
1598,35,overload,1
1599,35,resources,1
1601,36,monitoring,3
1602,36,tap,2
1603,36,condition,2
1604,36,bushing,1
1605,36,B,1
1606,36,Temperature,1
1607,36,Dissolved,1
1608,36,gases,1
1609,36,Power,1
1610,36,factor,1
1611,36,Provide,1
1612,36,testing,1
1613,36,translate,1
1614,36,Partial,1
1615,36,discharge,1
1616,36,activity,1
1617,36,changer,1
1618,36,motor,1
1619,36,measurement,1
1620,36,algorithms,1
1621,36,online,1
1622,36,appropriate,1
1623,36,level,1
1624,36,required,1
1625,36,achieve,1
1626,36,needed,1
1627,36,may,1
1628,36,equipment,1
1629,36,pieces,1
1630,36,separate,1
1631,36,several,1
1632,36,parameters,1
1633,36,following,1
1634,36,monitor,1
1635,36,systems,1
1636,36,current,1
1638,37,In,1
1639,37,addition,1
1640,37,Corona,1
1641,37,activity,1
1642,37,discharge,1
1643,37,partial,1
1644,37,monitor,1
1645,37,sensors,1
1646,37,Acoustic,1
1647,37,equipment,1
1648,37,following,1
1649,37,using,1
1650,37,testing,1
1651,37,periodic,1
1652,37,conduct,1
1653,37,systems,1
1654,37,monitoring,1
1655,37,condition,1
1656,37,online,1
1657,37,cameras,1
1659,38,ability,6
1660,38,The,5
1661,38,A,4
1662,38,generate,2
1663,38,interference,2
1664,38,alarm,2
1665,38,leakage,2
1666,38,current,2
1667,38,rate,2
1668,38,parameters,2
1669,38,monitored,2
1670,38,conditions,2
1671,38,measurement,2
1672,38,location,2
1673,38,accuracy,2
1674,38,condition,2
1675,38,monitoring,2
1676,38,capabilities,2
1677,38,data,2
1678,38,radio,1
1679,38,unauthorized,1
1680,38,DGA,1
1681,38,gases,1
1682,38,bushing,1
1683,38,changes,1
1684,38,able,1
1685,38,accept,1
1686,38,300,1
1687,38,mA,1
1688,38,I,1
1689,38,sampling,1
1690,38,prevent,1
1691,38,least,1
1692,38,every,1
1693,38,Security,1
1694,38,4,1
1695,38,hours,1
1696,38,hourlysampling,1
1697,38,frequency,1
1698,38,preferred,1
1699,38,Robustness,1
1700,38,immunity,1
1701,38,electromagnetic,1
1702,38,fields,1
1703,38,Select,1
1704,38,caution,1
1705,38,calibration,1
1706,38,Field,1
1707,38,systems,1
1708,38,following,1
1709,38,features,1
1710,38,either,1
1711,38,transmit,1
1712,38,continuously,1
1713,38,manned,1
1714,38,SCADA,1
1715,38,allow,1
1716,38,remote,1
1717,38,retrieval,1
1718,38,B,1
1719,38,alarms,1
1720,38,staffed,1
1721,38,unusual,1
1722,38,detected,1
1723,38,analyze,1
1724,38,summary,1
1725,38,transformer,1
1726,38,produce,1
1727,38,recommendations,1
1728,38,basic,1
1729,38,action,1
1730,38,user,1
1731,38,set,1
1732,38,online,1
1733,38,levels,1
1734,38,store,1
1735,38,trend,1
1736,38,andlimits,1
1738,39,condition,7
1739,39,monitoring,6
1740,39,testing,6
1741,39,systems,5
1742,39,online,4
1743,39,electrical,3
1744,39,including,2
1745,39,alerts,2
1746,39,system,2
1747,39,Online,2
1748,39,used,2
1749,39,offline,2
1750,39,agreed,1
1751,39,stakeholders,1
1752,39,Tracking,1
1753,39,actions,1
1754,39,response,1
1755,39,levels,1
1756,39,setting,1
1757,39,responds,1
1758,39,comments,1
1759,39,knowledge,1
1760,39,Clear,1
1761,39,ownership,1
1762,39,sufficient,1
1763,39,various,1
1764,39,experience,1
1765,39,level,1
1766,39,The,1
1767,39,data,1
1768,39,integrated,1
1769,39,available,1
1770,39,periodic,1
1771,39,information,1
1772,39,operation,1
1773,39,history,1
1774,39,alert,1
1775,39,following,1
1776,39,plans,1
1777,39,action,1
1778,39,substitute,1
1779,39,adjust,1
1780,39,interval,1
1781,39,justify,1
1782,39,lack,1
1783,39,FM,1
1784,39,Global,1
1785,39,views,1
1786,39,broadband,1
1787,39,early,1
1788,39,warning,1
1789,39,trigger,1
1790,39,focused,1
1791,39,tests,1
1792,39,confirm,1
1793,39,problems,1
1794,39,detected,1
1795,39,An,1
1796,39,effective,1
1797,39,requires,1
1798,39,least,1
1799,39,human,1
1800,39,elements,1
1801,39,assessment,1
1803,40,bladder,7
1804,40,leaking,2
1805,40,transformer,2
1806,40,conservator,2
1807,40,tank,2
1808,40,check,2
1809,40,leaks,2
1810,40,life,2
1811,40,oil,2
1812,40,generally,1
1813,40,A,1
1814,40,allow,1
1815,40,oxygen,1
1816,40,moisture,1
1817,40,enter,1
1818,40,process,1
1819,40,accelerates,1
1820,40,aging,1
1821,40,possible,1
1822,40,Proper,1
1823,40,maintenance,1
1824,40,critical,1
1825,40,part,1
1826,40,management,1
1827,40,The,1
1828,40,For,1
1829,40,soon,1
1830,40,bladders,1
1831,40,every,1
1832,40,two,1
1833,40,years,1
1834,40,This,1
1835,40,done,1
1836,40,swabbing,1
1837,40,inside,1
1838,40,also,1
1839,40,checking,1
1840,40,screen,1
1841,40,DGA,1
1842,40,results,1
1843,40,indications,1
1844,40,Replace,1
1845,40,transformers,1
1846,40,program,1
1848,41,electrical,2
1849,41,Test,1
1850,41,relays,1
1851,41,Circuit,1
1852,41,Switchgear,1
1853,41,Sheet,1
1854,41,Data,1
1855,41,accordance,1
1856,41,relay,1
1857,41,pressure,1
1858,41,sudden,1
1859,41,mechanical,1
1860,41,arrestor,1
1861,41,surge,1
1862,41,batteries,1
1863,41,breakers,1
1864,41,circuit,1
1865,41,fuses,1
1866,41,system,1
1867,41,protection,1
1868,41,Breakers,1
1870,42,Operation,1
1872,43,Install,1
1873,43,operate,1
1874,43,maintain,1
1875,43,transformers,1
1876,43,accordance,1
1877,43,manufacturers,1
1878,43,recommendations,1
1880,44,oil,3
1881,44,content,3
1882,44,new,2
1883,44,Follow,1
1884,44,particular,1
1885,44,within,1
1886,44,sulfur,1
1887,44,corrosive,1
1888,44,PCB,1
1889,44,moisture,1
1890,44,sure,1
1891,44,make,1
1892,44,In,1
1893,44,manufacturer,1
1894,44,specifications,1
1895,44,meets,1
1896,44,ensure,1
1897,44,Check,1
1898,44,transformers,1
1899,44,filling,1
1900,44,instructions,1
1901,44,limits,1
1903,45,abnormal,2
1904,45,commissioning,2
1905,45,Immediately,1
1906,45,malfunction,1
1907,45,recommended,1
1908,45,tests,1
1909,45,benchmark,1
1910,45,Perform,1
1911,45,device,1
1912,45,protective,1
1913,45,monitoring,1
1914,45,calibration,1
1915,45,operation,1
1916,45,proper,1
1917,45,Verify,1
1918,45,noise,1
1919,45,vibration,1
1920,45,leaks,1
1921,45,oil,1
1922,45,overheating,1
1923,45,indications,1
1924,45,thoroughly,1
1925,45,transformer,1
1926,45,inspect,1
1927,45,days,1
1928,45,several,1
1929,45,periodically,1
1930,45,Section,1
1932,46,later,2
1933,46,At,1
1934,46,minimum,1
1935,46,mortality,1
1936,46,infant,1
1937,46,transformer,1
1938,46,determine,1
1939,46,months,1
1940,46,six,1
1941,46,month,1
1942,46,one,1
1943,46,energization,1
1944,46,hours,1
1945,46,24,1
1946,46,18,1
1947,46,analysis,1
1948,46,perform,1
1949,46,problems,1
1951,47,transformer,3
1952,47,overloading,3
1953,47,system,2
1954,47,Do,1
1955,47,associated,1
1956,47,frequent,1
1957,47,upgrade,1
1958,47,cooling,1
1959,47,Section,1
1960,47,described,1
1961,47,control,1
1962,47,monitoring,1
1963,47,dynamic,1
1964,47,use,1
1965,47,Consider,1
1966,47,bubbling,1
1967,47,risks,1
1968,47,overload,1
1969,47,life,1
1970,47,loss,1
1971,47,economic,1
1972,47,determine,1
1973,47,studies,1
1974,47,perform,1
1975,47,purposes,1
1976,47,emergency,1
1977,47,required,1
1978,47,If,1
1979,47,expected,1
1981,48,internal,2
1982,48,DGA,2
1983,48,operation,2
1984,48,protective,2
1985,48,test,2
1986,48,transformer,2
1987,48,suffered,2
1988,48,damage,2
1989,48,may,1
1990,48,determine,1
1991,48,Additional,1
1992,48,testing,1
1993,48,Do,1
1994,48,needed,1
1995,48,gas,1
1996,48,depending,1
1997,48,results,1
1998,48,see,1
1999,48,analysis,1
2000,48,investigate,1
2001,48,dissolved,1
2002,48,perform,1
2003,48,device,1
2004,48,reenergize,1
2005,48,minimum,1
2006,48,At,1
2007,48,removed,1
2008,48,faults,1
2009,48,external,1
2010,48,determined,1
2011,48,devices,1
2012,48,transformers,1
2013,48,Section,1
2015,49,fault,3
2016,49,DGA,2
2017,49,sample,2
2018,49,may,2
2019,49,Exercise,1
2020,49,enough,1
2021,49,misleading,1
2022,49,produce,1
2023,49,early,1
2024,49,Taking,1
2025,49,oil,1
2026,49,bulk,1
2027,49,migrate,1
2028,49,time,1
2029,49,several,1
2030,49,gases,1
2031,49,hours,1
2032,49,care,1
2033,49,wait,1
2034,49,prudent,1
2035,49,It,1
2036,49,following,1
2037,49,immediately,1
2038,49,taking,1
2039,49,results,1
2041,50,Record,1
2042,50,event,1
2043,50,subsequent,1
2044,50,tests,1
2045,50,results,1
2047,51,insulating,2
2048,51,fluid,2
2049,51,processing,2
2050,51,Do,1
2051,51,perform,1
2052,51,online,1
2053,51,degassing,1
2054,51,regenerating,1
2055,51,routine,1
2056,51,basis,1
2057,51,without,1
2058,51,proper,1
2059,51,evaluation,1
2060,51,need,1
2061,51,consequences,1
2063,52,fluid,9
2064,52,insulating,6
2065,52,transformer,5
2066,52,replaced,5
2067,52,processed,4
2068,52,oil,3
2069,52,DGA,3
2070,52,analysis,3
2071,52,Take,2
2072,52,PCB,2
2073,52,contamination,2
2074,52,used,2
2075,52,prevent,2
2076,52,replacement,2
2077,52,mineral,2
2078,52,furan,2
2079,52,Perform,2
2080,52,precautions,2
2081,52,manufacturers,1
2082,52,time,1
2083,52,2,1
2084,52,opened,1
2085,52,hours,1
2086,52,recommend,1
2087,52,dry,1
2088,52,air,1
2089,52,circulated,1
2090,52,example,1
2091,52,specified,1
2092,52,flow,1
2093,52,limit,1
2094,52,type,1
2095,52,rate,1
2096,52,class,1
2097,52,fitness,1
2098,52,review,1
2099,52,design,1
2100,52,OEM,1
2101,52,consult,1
2102,52,higher,1
2103,52,kV,1
2104,52,69,1
2105,52,voltage,1
2106,52,Replace,1
2107,52,transformers,1
2108,52,power,1
2109,52,replace,1
2110,52,When,1
2111,52,insulation,1
2112,52,regardless,1
2113,52,gaskets,1
2114,52,tank,1
2115,52,For,1
2116,52,cleaned,1
2117,52,solid,1
2118,52,months,1
2119,52,combustible,1
2120,52,levels,1
2121,52,high,1
2122,52,handling,1
2123,52,proper,1
2124,52,B,1
2125,52,six,1
2126,52,may,1
2127,52,immediately,1
2128,52,Repeat,1
2129,52,condition,1
2130,52,data,1
2131,52,preserve,1
2132,52,A,1
2133,52,gas,1
2134,52,present,1
2135,52,moisture,1
2136,52,thoroughly,1
2137,52,processing,1
2138,52,regarding,1
2139,52,instructions,1
2140,52,manufacturer,1
2141,52,Follow,1
2142,52,following,1
2143,52,process,1
2144,52,explosion,1
2145,52,equipment,1
2146,52,Ensure,1
2147,52,sulfur,1
2148,52,corrosive,1
2149,52,Check,1
2150,52,risk,1
2151,52,use,1
2153,53,Contingency,1
2154,53,Planning,1
2156,54,Equipment,1
2157,54,Contingency,1
2158,54,Planning,1
2160,55,contingency,2
2161,55,exposure,2
2162,55,equipment,2
2163,55,plan,2
2164,55,A,1
2165,55,reduce,1
2166,55,sparing,1
2167,55,need,1
2168,55,evaluation,1
2169,55,include,1
2170,55,process,1
2171,55,planning,1
2172,55,viable,1
2173,55,When,1
2174,55,transformer,1
2175,55,maintain,1
2176,55,develop,1
2177,55,unacceptable,1
2178,55,results,1
2179,55,outage,1
2180,55,forced,1
2181,55,breakdown,1
2182,55,appropriate,1
2184,56,OEM,3
2185,56,impacted,2
2186,56,transformer,2
2187,56,equipment,2
2188,56,review,2
2189,56,transformers,2
2190,56,optimum,1
2191,56,service,1
2192,56,collateral,1
2193,56,Assessment,1
2194,56,long,1
2195,56,lead,1
2196,56,time,1
2197,56,A,1
2198,56,strategy,1
2199,56,contracts,1
2200,56,determine,1
2201,56,vendors,1
2202,56,identify,1
2203,56,spare,1
2204,56,duration,1
2205,56,delivery,1
2206,56,components,1
2207,56,vendor,1
2208,56,Create,1
2209,56,installation,1
2210,56,availability,1
2211,56,following,1
2212,56,contingency,1
2213,56,plan,1
2214,56,per,1
2215,56,Data,1
2216,56,Sheet,1
2217,56,Asset,1
2218,56,Integrity,1
2219,56,include,1
2220,56,elements,1
2221,56,transportation,1
2222,56,design,1
2223,56,information,1
2224,56,The,1
2225,56,process,1
2226,56,procedures,1
2227,56,needed,1
2228,56,removal,1
2229,56,dismantling,1
2230,56,damage,1
2232,57,Storage,1
2233,57,Maintenance,1
2234,57,Spare,1
2235,57,Transformers,1
2237,58,Store,1
2238,58,transformers,1
2239,58,accordance,1
2240,58,manufacturer,1
2241,58,instructions,1
2242,58,protect,1
2243,58,physical,1
2244,58,damage,1
2245,58,moisture,1
2246,58,dirt,1
2247,58,contaminants,1
2248,58,maintain,1
2249,58,viability,1
2251,59,Store,1
2252,59,transformers,1
2253,59,location,1
2254,59,subject,1
2255,59,fire,1
2256,59,natural,1
2257,59,hazards,1
2258,59,equipment,1
2259,59,exposures,1
2261,60,Store,1
2262,60,transformers,1
2263,60,oil,1
2264,60,filled,1
2265,60,storage,1
2266,60,time,1
2267,60,longer,1
2268,60,6,1
2269,60,months,1
2271,61,Connect,1
2272,61,control,1
2273,61,cabinet,1
2274,61,heaters,1
2275,61,power,1
2276,61,supply,1
2277,61,keep,1
2278,61,energized,1
2279,61,prevent,1
2280,61,condensation,1
2282,62,When,1
2283,62,bushing,1
2284,62,stored,1
2285,62,accessary,1
2286,62,store,1
2287,62,shipping,1
2288,62,crate,1
2289,62,upper,1
2290,62,part,1
2291,62,elevated,1
2292,62,horizontal,1
2294,63,Perform,1
2295,63,oil,1
2296,63,quality,1
2297,63,analysis,1
2298,63,spare,1
2299,63,transformers,1
2300,63,annual,1
2301,63,basis,1
2303,64,transformers,2
2304,64,Visually,1
2305,64,inspect,1
2306,64,spare,1
2307,64,frequency,1
2308,64,check,1
2309,64,problems,1
2310,64,low,1
2311,64,oil,1
2312,64,levels,1
2313,64,water,1
2314,64,saturated,1
2315,64,desiccant,1
2316,64,leaks,1
2317,64,abnormal,1
2318,64,conditions,1
2320,65,Fire,1
2321,65,Protection,1
2322,65,Indoor,1
2323,65,Transformers,1
2325,66,Construction,1
2326,66,Location,1
2328,67,transformers,7
2329,67,Section,7
2330,67,c,6
2331,67,transformer,5
2332,67,None,5
2333,67,e,5
2334,67,Transformer,5
2335,67,FM,4
2336,67,Approved,4
2337,67,liquids,4
2338,67,room,4
2339,67,building,3
2340,67,Table,3
2341,67,Noncombustible,3
2342,67,multiple,3
2343,67,4,3
2344,67,2,3
2345,67,construction,3
2346,67,f,3
2347,67,b,2
2348,67,also,2
2349,67,Fire,2
2350,67,Fluid,2
2351,67,Type,2
2352,67,accordance,2
2353,67,g,2
2354,67,If,2
2355,67,Not,2
2356,67,applicable,2
2357,67,See,2
2358,67,Any,2
2359,67,Per,2
2360,67,subdivision,2
2361,67,100,2
2362,67,gal,2
2363,67,380,2
2364,67,equivalent,2
2365,67,L,2
2366,67,direct,2
2367,67,outside,2
2368,67,1,2
2369,67,sprinklers,2
2370,67,protection,2
2371,67,rooms,2
2372,67,access,2
2373,67,Building,2
2374,67,provide,2
2375,67,located,2
2376,67,sprinkler,1
2377,67,drainage,1
2378,67,discharge,1
2379,67,spill,1
2380,67,emergency,1
2381,67,Also,1
2382,67,mist,1
2383,67,per,1
2384,67,water,1
2385,67,Subdivide,1
2386,67,Automatic,1
2387,67,containment,1
2388,67,increase,1
2389,67,Provide,1
2390,67,liquid,1
2391,67,could,1
2392,67,More,1
2393,67,changers,1
2394,67,tap,1
2395,67,bushings,1
2396,67,With,1
2397,67,fire,1
2398,67,outdoor,1
2399,67,treated,1
2400,67,hazard,1
2401,67,may,1
2402,67,combustibles,1
2403,67,Location,1
2404,67,Transformers,1
2405,67,single,1
2406,67,describes,1
2407,67,accessories,1
2408,67,insulated,1
2409,67,Less,1
2410,67,exposure,1
2411,67,view,1
2412,67,plan,1
2413,67,Main,1
2414,67,compromised,1
2415,67,characteristics,1
2416,67,cooling,1
2417,67,ensure,1
2418,67,within,1
2419,67,gas,1
2420,67,Figure,1
2421,67,described,1
2422,67,safeguards,1
2423,67,location,1
2424,67,dedicated,1
2425,67,detached,1
2426,67,indoors,1
2427,67,Detached,1
2428,67,Outside,1
2429,67,Inside,1
2430,67,features,1
2431,67,Dry,1
2432,67,Liquids,1
2433,67,Protection,1
2434,67,Rating,1
2435,67,Room,1
2436,67,Largest,1
2437,67,Volume,1
2438,67,Rooms,1
2439,67,Buildings,1
2440,67,Construction,1
2441,67,Recommended,1
2442,67,buildings,1
2443,67,Locations,1
2444,67,Fig,1
2445,67,file,1
2446,67,present,1
2448,68,Arrange,1
2449,68,transformer,1
2450,68,rooms,1
2451,68,allow,1
2452,68,direct,1
2453,68,access,1
2454,68,outdoors,1
2456,69,Where,1
2457,69,construction,1
2458,69,Liquid,1
2459,69,Ignitable,1
2460,69,Sheet,1
2461,69,Data,1
2462,69,accordance,1
2463,69,steel,1
2464,69,structural,1
2465,69,exposed,1
2466,69,protect,1
2467,69,also,1
2468,69,4,1
2469,69,Table,1
2470,69,fluids,1
2471,69,Approved,1
2472,69,rooms,1
2473,69,transformer,1
2474,69,recommended,1
2475,69,Operations,1
2477,70,containment,2
2478,70,transformers,2
2479,70,Provide,1
2480,70,equipment,1
2481,70,important,1
2482,70,flowing,1
2483,70,spills,1
2484,70,prevent,1
2485,70,transformer,1
2486,70,contents,1
2487,70,individual,1
2488,70,provide,1
2489,70,installed,1
2490,70,multiple,1
2491,70,Where,1
2492,70,Liquids,1
2493,70,Ignitable,1
2494,70,Systems,1
2495,70,Containment,1
2496,70,Drainage,1
2497,70,Sheet,1
2498,70,Data,1
2499,70,accordance,1
2500,70,drainage,1
2501,70,emergency,1
2502,70,room,1
2504,71,protection,3
2505,71,system,2
2506,71,special,2
2507,71,containment,2
2508,71,transformer,2
2509,71,Where,1
2510,71,Regardless,1
2511,71,least,1
2512,71,20,1
2513,71,minutes,1
2514,71,calculated,1
2515,71,plus,1
2516,71,curb,1
2517,71,height,1
2518,71,provide,1
2519,71,less,1
2520,71,3,1
2521,71,discharge,1
2522,71,hold,1
2523,71,contents,1
2524,71,liquid,1
2525,71,design,1
2526,71,Section,1
2527,71,accordance,1
2528,71,provided,1
2529,71,mist,1
2530,71,water,1
2531,71,foam,1
2532,71,air,1
2533,71,compressed,1
2534,71,sprinklers,1
2535,71,cm,1
2537,72,Locate,1
2538,72,transformers,1
2539,72,minimum,1
2540,72,3,1
2541,72,ft,1
2542,72,walls,1
2543,72,needed,1
2544,72,maintenance,1
2545,72,access,1
2546,72,ventilation,1
2547,72,requirements,1
2549,73,fire,3
2550,73,If,1
2551,73,transformer,1
2552,73,rest,1
2553,73,rating,1
2554,73,shutters,1
2555,73,doors,1
2556,73,Approved,1
2557,73,FM,1
2558,73,provide,1
2559,73,closed,1
2560,73,normally,1
2561,73,openings,1
2562,73,arrange,1
2563,73,transformers,1
2564,73,contain,1
2565,73,rooms,1
2566,73,room,1
2568,74,fire,2
2569,74,construction,2
2570,74,Where,1
2571,74,whichever,1
2572,74,rating,1
2573,74,hour,1
2574,74,1,1
2575,74,equivalent,1
2576,74,resistance,1
2577,74,stops,1
2578,74,Approved,1
2579,74,conductors,1
2580,74,FM,1
2581,74,use,1
2582,74,buildings,1
2583,74,detached,1
2584,74,rooms,1
2585,74,transformer,1
2586,74,penetrate,1
2587,74,greater,1
2589,75,Occupancy,1
2591,76,Use,1
2592,76,transformers,1
2593,76,suitable,1
2594,76,application,1
2596,77,Limit,1
2597,77,loading,1
2598,77,combustible,1
2599,77,materials,1
2600,77,including,1
2601,77,transformer,1
2602,77,fluids,1
2603,77,plastics,1
2604,77,insulation,1
2605,77,grouped,1
2606,77,electrical,1
2607,77,cables,1
2609,78,transformer,2
2610,78,occupancy,2
2611,78,surrounding,2
2612,78,exposed,2
2613,78,ventilation,2
2614,78,system,2
2615,78,outdoors,1
2616,78,designed,1
2617,78,vent,1
2618,78,smoke,1
2619,78,Where,1
2620,78,Provide,1
2621,78,room,1
2622,78,power,1
2623,78,emergency,1
2624,78,source,1
2625,78,deenergized,1
2626,78,part,1
2627,78,mechanical,1
2628,78,suitable,1
2629,78,Equip,1
2630,78,construction,1
2631,78,rooms,1
2632,78,transformers,1
2633,78,Locate,1
2634,78,A,1
2635,78,following,1
2636,78,one,1
2637,78,fire,1
2638,78,indoor,1
2639,78,due,1
2640,78,damage,1
2641,78,nonthermal,1
2642,78,could,1
2643,78,plan,1
2645,79,smoke,3
2646,79,detection,3
2647,79,Install,1
2648,79,sprinklers,1
2649,79,The,1
2650,79,presence,1
2651,79,absence,1
2652,79,detectors,1
2653,79,change,1
2654,79,need,1
2655,79,spacing,1
2656,79,Arrange,1
2657,79,also,1
2658,79,accordance,1
2659,79,Data,1
2660,79,Sheet,1
2661,79,Automatic,1
2662,79,Fire,1
2663,79,provided,1
2664,79,may,1
2665,79,FM,1
2666,79,heat,1
2667,79,protection,1
2668,79,sprinkler,1
2669,79,automatic,1
2670,79,regardless,1
2671,79,location,1
2672,79,attended,1
2673,79,constantly,1
2674,79,sound,1
2675,79,arranged,1
2676,79,alarms,1
2677,79,rooms,1
2678,79,transformer,1
2679,79,Approved,1
2680,79,Detection,1
2682,80,corrosive,2
2683,80,In,1
2684,80,pressurized,1
2685,80,remove,1
2686,80,air,1
2687,80,cooling,1
2688,80,filter,1
2689,80,Also,1
2690,80,room,1
2691,80,transformers,1
2692,80,locations,1
2693,80,locate,1
2694,80,present,1
2695,80,may,1
2696,80,atmospheres,1
2697,80,dusty,1
2698,80,contaminants,1
2700,81,Protection,1
2702,82,protection,3
2703,82,fluids,3
2704,82,sprinkler,3
2705,82,provide,3
2706,82,Approved,2
2707,82,accordance,2
2708,82,transformer,2
2709,82,design,2
2710,82,For,2
2711,82,Sheet,2
2712,82,Data,2
2713,82,transformers,1
2714,82,using,1
2715,82,Ignitable,1
2716,82,room,1
2717,82,Liquid,1
2718,82,Operations,1
2719,82,Also,1
2720,82,containment,1
2721,82,B,1
2722,82,Where,1
2723,82,entire,1
2724,82,8,1
2725,82,FM,1
2726,82,A,1
2727,82,designs,1
2728,82,following,1
2729,82,one,1
2730,82,4,1
2731,82,Table,1
2732,82,per,1
2733,82,recommended,1
2734,82,drainage,1
2736,83,system,5
2737,83,Design,3
2738,83,water,3
2739,83,flow,2
2740,83,minimum,2
2741,83,minutes,2
2742,83,FM,2
2743,83,Systems,2
2744,83,mist,2
2745,83,sprinkler,2
2746,83,Approved,2
2747,83,Data,2
2748,83,60,1
2749,83,Provide,1
2750,83,foam,1
2751,83,concentrate,1
2752,83,supply,1
2753,83,provide,1
2754,83,30,1
2755,83,An,1
2756,83,machinery,1
2757,83,duration,1
2758,83,Ensure,1
2759,83,size,1
2760,83,door,1
2761,83,openings,1
2762,83,room,1
2763,83,exceed,1
2764,83,limitations,1
2765,83,Approval,1
2766,83,spaces,1
2767,83,Mist,1
2768,83,B,1
2769,83,A,1
2770,83,acceptable,1
2771,83,alternative,1
2772,83,protection,1
2773,83,transformer,1
2774,83,liquids,1
2775,83,recommended,1
2776,83,Table,1
2777,83,4,1
2778,83,per,1
2779,83,applicable,1
2780,83,Sheet,1
2781,83,Ignitable,1
2782,83,Liquid,1
2783,83,Operations,1
2784,83,well,1
2785,83,Sheets,1
2786,83,Water,1
2787,83,Sprinkler,1
2788,83,listing,1
2790,84,system,3
2791,84,An,1
2792,84,drainage,1
2793,84,Liquid,1
2794,84,Ignitable,1
2795,84,Sheet,1
2796,84,Data,1
2797,84,per,1
2798,84,Design,1
2799,84,liquids,1
2800,84,transformer,1
2801,84,emergency,1
2802,84,FM,1
2803,84,alternative,1
2804,84,supplement,1
2805,84,acceptable,1
2806,84,CAF,1
2807,84,foam,1
2808,84,air,1
2809,84,compressed,1
2810,84,Approved,1
2811,84,Operations,1
2813,85,Human,1
2814,85,Factor,1
2816,86,transformer,3
2817,86,fire,2
2818,86,electrical,2
2819,86,promptly,2
2820,86,isolate,2
2821,86,Develop,1
2822,86,firefighting,1
2823,86,access,1
2824,86,respond,1
2825,86,shift,1
2826,86,personnel,1
2827,86,authorize,1
2828,86,Train,1
2829,86,B,1
2830,86,activities,1
2831,86,equipment,1
2832,86,expedite,1
2833,86,order,1
2834,86,plan,1
2835,86,procedure,1
2836,86,documented,1
2837,86,Prepare,1
2838,86,A,1
2839,86,response,1
2840,86,emergency,1
2841,86,responders,1
2843,87,Conduct,1
2844,87,transformer,1
2845,87,fire,1
2846,87,drills,1
2847,87,review,1
2848,87,update,1
2849,87,plan,1
2850,87,least,1
2851,87,annually,1
2853,88,Fire,1
2854,88,Protection,1
2855,88,Transformer,1
2856,88,Production,1
2857,88,Test,1
2858,88,Areas,1
